rfid,sex,cohort,coatcolor,dd_housing_box,dd_order_in_box,dd_squad_num,dd_box_color,dd_operant_box,dd_indiff_0,dd_indiff_2,dd_indiff_4,dd_indiff_8,dd_indiff_16,dd_indiff_24
933000320046190,M,C01,BROWNHOOD,9,2,2,blue,2,117.215070555555,91.9466852777777,99.4416193333333,58.1316919444444,34.9237886111111,24.4005233333333
933000320046196,M,C01,ALBINO,39,2,5,blue,14,196.792338888889,125.67685,154.477920277778,93.1307722222222,54.1603075,30.8023227777778
933000320046251,F,C01,BLACK,38,2,5,blue,12,117.319475,99.249475,129.215558333333,90.4729763888888,61.0048219444444,30.5182222222222
933000320046252,M,C01,BLACKHOOD,26,2,4,blue,4,152.00484,168.310003333333,108.509747666667,55.1544586666666,35.8649344444444,34.0679733333333
933000320046253,F,C01,BLACK,8,1,1,blue,15,96.5886674999999,87.357407222222193,73.7933625,49.1729875,38.7491072222222,63.254035
933000320046254,M,C01,BROWN,17,1,3,blue,1,175.413922666667,153.271245833333,63.3288247222222,91.8091524999999,58.17410625,31.4267416666667
933000320046255,F,C01,BROWNHOOD,18,2,3,blue,4,147.556608333333,112.300030555556,99.6460111111111,66.0558888888888,62.4644763888888,45.6392986111111
933000320046256,F,C01,BROWNHOOD,31,1,4,blue,13,177.884091666667,169.654210555555,98.3068233333333,76.7317452777777,27.97236,27.9050994444444
933000320046257,M,C01,BROWNHOOD,42,2,6,blue,4,181.196925,111.87137,76.4017669999999,41.4510741666666,26.4785733333333,36.7302866666666
933000320046258,M,C01,BLACK,39,1,5,blue,13,192.722573333333,148.854636666667,81.8793863333333,63.0723311111111,39.5858486111111,29.8656944444444
933000320046259,M,C01,BLACK,5,2,1,blue,10,130.771084166667,123.180178333333,76.3256722222222,55.4242036111111,21.9886802777778,21.6975525
933000320046260,M,C01,BROWNHOOD,13,2,2,blue,10,146.336883333333,130.766566666667,62.858302,80.7001180555555,46.9343152777777,33.0068627777778
933000320046261,F,C01,BLACKHOOD,24,2,3,blue,16,143.003972222222,73.0183602777777,80.5259433333333,55.5406547222222,36.7107108333333,25.0475297222222
933000320046262,M,C01,BROWNHOOD,22,2,3,blue,12,125.074516666667,83.4984583333333,99.2711589999999,58.0634275,35.8556986666666,41.9756061111111
933000320046263,F,C01,BLACK,45,2,6,blue,10,242.388972222222,181.51315,97.4103505555555,105.434936388889,48.0707175,40.5013952777778
933000320046264,F,C01,BROWN,24,1,3,blue,15,134.425741666667,145.689375,55.60139,50.5121752777778,45.7025436111111,34.5036611111111
933000320046265,F,C01,BROWNHOOD,10,2,2,blue,4,218.817159166667,130.615983333333,152.340640833333,124.061592777778,60.5229552777777,32.9807616666667
933000320046266,F,C01,ALBINO,20,1,3,blue,7,76.7964961111111,100.518139583333,53.2372316666666,51.4995,28.8347005555555,23.1994706666667
933000320046267,F,C01,BROWNHOOD,45,1,6,blue,9,183.71166666666701,126.627332,132.495263333333,70.933785,58.7410525,42.9832595833333
933000320046268,F,C01,BROWN,10,1,2,blue,3,114.688483,105.792320833333,48.480003,57.5047633333333,24.1354966666667,25.31607
933000320046269,M,C01,ALBINO,42,1,6,blue,3,121.274797222222,110.784158333333,63.4939644444444,45.142474,19.107218,29.3920596666666
933000320046270,F,C01,BLACK,18,1,3,blue,3,110.201902777778,94.6290763888888,76.2533922222222,61.9946563888888,57.9243888888889,55.2204141666666
933000320046271,F,C01,BLACKHOOD,23,2,3,blue,14,145.905211111111,152.535897222222,106.336930555555,67.4874344444444,51.691042,43.6827191666666
933000320046274,M,C01,BROWN,26,1,4,blue,3,99.3193456666666,109.79332,80.4426205555555,57.4107993333333,55.9892926666666,42.3008661111111
933000320046275,M,C01,BLACK,17,2,3,blue,2,90.7314777777777,96.0822055555555,87.8613594444444,51.4488036111111,45.5805711111111,41.2146583333333
933000320046276,M,C01,BROWNHOOD,3,1,1,blue,5,212.08759,169.436366666667,152.683970833333,125.887666666667,105.498683333333,75.26155
933000320046282,M,C01,BROWN,2,2,1,blue,4,212.996360416667,131.6625375,137.36814,112.82230375,45.0563403333333,33.5349083333333
933000320046326,M,C02,BROWNHOOD,33,2,3,red,2,111.757930555555,85.3345711111111,90.7641041666666,65.9223716666666,41.2126505555555,31.7423643333333
933000320046327,F,C02,BROWNHOOD,49,2,5,blue,2,176.769775,99.5506416666666,119.960706666667,76.2448591666666,36.115906666666604,21.476195
933000320046329,M,C02,ALBINO,38,1,4,blue,3,99.6460111111111,92.3172206666666,78.2129833333333,51.351326,33.8714620833333,31.0778902777778
933000320046330,M,C02,BLACKHOOD,32,2,3,blue,16,169.858,152.008855555555,142.205880555555,75.6510588888888,53.4525658333333,48.3543161111111
933000320046331,F,C02,BLACK,9,1,1,red,1,136.615223333333,137.40428,83.6845793333333,68.3455586666666,53.6342697222222,47.8423327777777
933000320046332,F,C02,BROWNHOOD,9,2,1,red,2,83.2545133333333,77.6723891666666,98.3881383333333,55.305042,39.58007625,21.9430033333333
933000320046333,F,C02,ALBINO,50,1,5,blue,3,144.05404,69.9278883333333,128.817014444444,126.525136111111,47.7464613888889,32.1118958333333
933000320046334,M,C02,BLACK,29,1,3,blue,9,197.882562222222,162.855875,131.569677777778,66.9650106666666,53.508884,43.0327011111111
933000320046335,M,C02,BROWN,32,1,3,blue,15,137.171377777778,85.9369044444444,97.9875866666666,49.363625999999996,31.7861338888889,26.7129813888889
933000320046337,M,C02,BLACKHOOD,29,2,3,blue,10,131.590759444444,115.136016666667,94.97592,60.6208344444444,34.8364502777778,17.873037
933000320046338,M,C02,ALBINO,28,1,3,blue,7,125.5865,171.469241666667,120.402819333333,87.708166,92.5781313888888,33.0403926666666
933000320046339,M,C02,ALBINO,30,1,3,blue,11,180.057511111111,182.496961111111,158.16269444444401,146.743458333333,100.725191666667,91.3498733333333
933000320046340,F,C02,BLACKHOOD,47,1,4,red,5,180.363697222222,124.406930555555,116.907880555555,74.0292763888888,45.8189947222222,33.2407688888889
933000320046341,F,C02,BROWN,47,2,4,red,6,149.776206666667,96.2478472222222,101.844527777778,66.264497,52.7132016666666,43.6099372222222
933000320046342,M,C02,BROWN,37,1,4,blue,1,170.315773333333,143.415566666667,93.4098533333333,79.9531243333333,41.6413111111111,37.3722736111111
933000320046343,F,C02,ALBINO,49,1,5,blue,1,152.586091666667,114.147186111111,124.390868333333,128.532913888889,54.9850022222222,77.7988791666666
933000320046344,F,C02,BLACK,12,2,1,red,8,105.908872333333,192.623790666667,99.6058555555555,58.6184776666666,34.8419716666666,14.4349183333333
933000320046346,M,C02,BLACK,33,1,3,red,1,149.549327777778,117.429902777778,127.115824333333,62.4117722222222,40.8878925,32.554912
933000320046347,M,C02,BLACKHOOD,30,2,3,blue,12,113.369172222222,106.643116666667,93.2728225,67.9416941666666,40.7277722222222,39.8087119444444
933000320046348,F,C02,BROWNHOOD,48,2,4,red,8,167.463725,113.437436666667,110.156225833333,129.465526666667,69.0971702777777,51.0959366666666
933000320046349,F,C02,BROWN,51,1,5,blue,5,158.167713888889,126.03825,81.4259297222222,66.2064722222222,40.5169555555555,35.6209894444444
933000320046351,M,C02,BROWNHOOD,28,2,3,blue,8,169.541775,107.355877777778,93.0906166666666,74.2807505555555,41.5730466666666,34.7389726666666
933000320046353,M,C02,BROWNHOOD,36,2,3,red,8,112.671469444444,83.5662208333333,67.934165,57.5905958333333,27.8483797222222,24.8510686666666
933000320046355,F,C02,BLACKHOOD,46,2,4,red,4,173.085502777778,125.936355277778,126.03825,94.4659444444444,69.2723488888888,25.632295
933000320046356,M,C02,BLACK,36,1,3,red,7,160.94949,164.05753,75.55067,66.0082041666666,42.0709755555555,41.8998125
933000320046359,F,C02,BROWNHOOD,46,1,4,red,3,141.65073,116.189096111111,95.8713888888888,63.456419,82.9528447222222,36.6288938888889
933000320046360,F,C02,BLACKHOOD,50,2,5,blue,4,204.657808333333,182.527077777778,97.5388483333333,68.5840826666666,56.5450455555555,37.4508279166666
933000320046361,M,C02,BLACKHOOD,53,2,5,blue,10,117.465038888889,107.257496666667,86.5071133333333,59.621965,38.5282516666666,31.2872011111111
933000320046362,M,C02,BROWN,53,1,5,blue,9,139.650983333333,135.133483333333,78.3791269444444,58.7957644444444,28.5566233333333,37.721125
933000320046367,F,C02,ALBINO,15,2,2,blue,6,144.399377777778,102.637098055555,70.1979344444444,73.0886324999999,44.5556005555555,43.4156847222222
933000320046368,M,C02,BROWNHOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
933000320046369,F,C02,ALBINO,8,1,1,blue,15,100.671985555556,126.07589583333301,114.180314444444,50.9652303333333,37.3278013333333,28.0948344444444
933000320046370,F,C02,BROWN,48,1,4,red,7,177.874052777778,96.4586638888888,71.9331563888888,62.3764353333333,41.2839266666666,51.6726708333333
933000320046373,F,C02,BLACKHOOD,15,1,2,blue,5,127.839979583333,138.807716666667,74.6401427777777,43.0299404166666,47.7700527777777,25.4561125
933000320046375,F,C02,BROWNHOOD,8,2,1,blue,16,184.741656666667,185.172325,90.5367233333333,80.2247766666666,31.347836,32.6841125
933000320046478,M,C02,BLACKHOOD,4,2,1,blue,8,145.754627777778,88.2056933333333,98.8812987499999,52.6424275,29.2222016666666,46.2652233333333
933000320046479,F,C02,BLACK,13,2,2,blue,2,149.584463888889,116.882783333333,83.9417756666666,73.4876783333333,60.274292,29.7186247222222
933000320046481,F,C02,BLACK,52,1,5,blue,7,102.418752222222,77.8415444444444,73.9318991666666,60.3377377777777,44.4627408333333,32.9722286111111
933000320046482,F,C02,BROWNHOOD,10,1,1,red,3,181.550795833333,153.840952777778,95.55416,108.491075333333,55.3038373333333,35.6626508333333
933000320046483,F,C02,ALBINO,13,1,2,blue,1,139.159077777778,94.500578611111,83.3980694444444,79.5200466666666,52.0275455555555,30.4313858333333
933000320046484,M,C02,BLACKHOOD,27,2,3,blue,6,218.270541666667,135.329241666667,89.0248666666666,63.230544,47.7180513333333,39.1980463333333
933000320046485,M,C02,BLACK,35,1,3,red,5,116.742238888889,108.679003333333,63.142001,63.3684783333333,41.0646773333333,35.9930306666666
933000320046486,F,C02,BLACKHOOD,17,1,2,blue,9,165.86453,125.626655555555,88.9500769444444,44.8688138888889,26.5784602777778,24.0668306666667
933000320046488,M,C02,BROWNHOOD,37,2,4,blue,2,99.2444555555555,127.604316666667,61.5367826666666,66.2913008333333,33.425886,21.6162375
933000320046490,M,C02,BROWNHOOD,35,2,3,red,6,222.481855555555,124.61072,112.887305555555,87.9707833333333,39.701597,31.6430797222222
933000320046491,F,C02,BROWN,10,2,1,red,4,175.230813333333,160.873194444444,95.4692309999999,86.9934974999999,36.7099579166666,45.1127588888889
933000320046492,F,C02,ALBINO,11,1,1,red,5,205.506094444444,154.777079166667,172.399846666667,81.5868029166666,39.4437983333333,20.20451875
933000320046493,M,C02,BROWN,22,2,2,red,4,136.418461111111,111.3112,96.7758927777777,64.5083941666666,48.7955252777777,37.9427836666666
933000320046494,F,C02,BLACKHOOD,12,1,1,red,7,170.809686666667,164.512291666667,144.163463888889,72.7176955555555,19.643897,16.329859
933000320046495,F,C02,ALBINO,51,2,5,blue,6,141.32547,175.896391666667,126.818271666667,54.9262747222222,55.9125955555555,55.6982652777777
933000320046496,F,C02,BROWNHOOD,11,2,1,red,6,142.547202777778,140.537618,83.2725833333333,75.4302033333333,45.4299877777777,22.3806988888889
933000320046497,M,C02,BLACKHOOD,39,1,4,blue,5,154.383554722222,105.9127875,77.7220816666666,37.5996544444444,25.5407403333333,27.7866405555555
933000320046498,M,C02,ALBINO,40,1,4,blue,7,154.844841666667,118.127605555555,92.2473499999999,66.6486852777777,23.156705,26.1362472222222
933000320046500,M,C02,BROWN,38,2,4,blue,4,164.564995833333,103.873889166667,120.361258333333,87.234732,26.50869,32.5199766666667
933000320046553,F,C02,BLACKHOOD,43,1,4,blue,13,140.127830555555,79.6510541666666,66.3655886111111,79.65256,37.6378022222222,20.5260141666667
933000320046555,F,C02,ALBINO,42,2,4,blue,12,209.094997222222,130.008630555555,89.6332233333333,90.9960025,45.8984023333333,55.2118811111111
933000320046561,M,C02,BLACKHOOD,2,2,1,blue,4,120.893319444444,103.792072222222,65.5735202777777,58.5703913888889,40.1194155555555,33.5549861111111
933000320046564,M,C02,BROWN,14,1,2,blue,3,108.645875,103.184719444444,87.2394502777777,54.6833336111111,52.2667220833333,24.3317569444444
933000320046569,M,C02,BLACKHOOD,31,1,3,blue,13,220.900730555555,182.878438888889,109.880658333333,88.5179027777777,52.894504,39.3549541666667
933000320046571,F,C02,BROWN,21,2,2,red,2,166.976838888889,144.452583888889,92.5183999999999,51.9763472222222,39.2058766666666,22.1854425
933000320046572,M,C02,ALBINO,2,1,1,blue,3,190.00605,124.718136111111,110.4077,58.8263830555555,38.4976330555555,21.1099763333333
933000320046573,F,C02,BLACK,45,1,4,red,1,112.167015277778,81.979976,59.3589461111111,84.0927605555555,33.10424,24.2614847222222
933000320046575,F,C02,BROWNHOOD,42,1,4,blue,11,173.459953333333,128.471676666667,114.987943055555,81.9615044444444,51.0261663888888,36.7314913333333
933000320046752,M,C02,ALBINO,7,2,1,blue,14,104.228763888889,104.165016944444,68.1103475,61.8495944444444,34.1312183333333,40.1206704166666
933000320046753,F,C02,BROWNHOOD,44,2,4,blue,16,195.331680555555,97.1433161111111,83.4362172222222,59.3619577777777,36.3683847222222,23.5105758333333
933000320046755,F,C02,ALBINO,23,1,2,red,5,113.705475,75.1395775,54.7576213888889,53.6269413333333,41.1734988888889,40.2423919444444
933000320046756,M,C02,BROWNHOOD,31,2,3,blue,14,201.125123333333,154.239496666667,80.6584566666666,71.7800633333333,33.8154952777778,22.1580363333333
933000320046757,F,C02,BLACKHOOD,19,2,2,blue,14,77.1900205555555,88.2749616666666,61.1428566666666,105.548877777778,52.8914923333333,54.636452
933000320046758,M,C02,BROWNHOOD,3,2,1,blue,6,124.266386111111,97.2366777777777,86.1300526666666,95.1420636111111,62.6311219444444,45.8134733333333
933000320046759,F,C02,BROWNHOOD,21,1,2,red,1,188.969434333333,108.068638888889,106.447358333333,113.464541666667,40.1058630555555,36.9822627777778
933000320046760,M,C02,BLACK,27,1,3,blue,5,172.704025,234.111908333333,203.684036111111,191.014958333333,123.568683333333,51.0693336111111
933000320046761,M,C02,BLACKHOOD,3,1,1,blue,5,146.52963,131.414075,123.524110666667,49.419643,20.5214966666667,29.6844925
933000320046762,M,C02,BROWNHOOD,1,1,1,blue,1,120.029975,106.697326666667,101.08358,78.7601027777777,42.0300670833333,41.4086096666666
933000320046763,M,C02,ALBINO,26,1,3,blue,3,183.677333666667,185.774658333333,157.781216666667,184.911313888889,48.2806306666666,39.1022753333333
