rfid,Sex,Squad #,ChamberColor,ChamberNumber,DelayLever,Shipment,3-cleaning-criteria (jeab paper),ObjectiveAUC-normD,Hyperbolic-k-FittedBias,Hyperbolic-k-ln,Exponential-k-FittedBias,Exponential-k-ln
45877,M,6,blue,5,right,1,0,0.957631864,0.083693491,-2.480594067,0.059933349,-2.814522185
45878,M,6,blue,7,right,1,0,0.315916137,0.586409094,-0.533737621,0.303845469,-1.191236032
45880,F,2,blue,11,right,1,0,0.430537409,0.078951755,-2.538918309,0.052933573,-2.938717492
45881,M,4,blue,9,right,1,0,0.321120185,0.387886912,-0.947041446,0.218198324,-1.522350886
45882,F,3,blue,9,left,1,0,0.326271753,0.06821634,-2.685071152,0.053475485,-2.928531947
45883,M,6,blue,6,left,1,0,0.375291759,0.189247743,-1.664698315,0.11519641,-2.161116694
45884,F,1,blue,8,right,1,1,0.53450084,0.022876078,-3.777663529,0.019736428,-3.925289214
45885,M,4,blue,10,left,1,0,0.519139667,0.186665517,-1.678436943,0.111042289,-2.197844166
45886,M,2,blue,6,left,1,0,0.504332529,0.110217643,-2.205298298,0.070680633,-2.649583675
45887,M,3,blue,6,right,1,0,0.370128005,0.054953629,-2.90126555,0.03983814,-3.222930547
45888,F,2,blue,12,left,1,0,0.357603766,0.125802324,-2.073043461,0.080474559,-2.519814177
45889,F,4,blue,15,right,1,1,0.379548248,0.323337399,-1.129058921,0.159099517,-1.838225381
45891,M,4,blue,7,right,1,0,0.236535157,0.715103413,-0.335328113,0.396453776,-0.925195826
45892,M,2,blue,16,left,1,0,0.489551603,0.245753713,-1.403425413,0.133424394,-2.014220299
45893,M,2,blue,14,left,1,0,0.45607255,0.121889486,-2.104640499,0.076107924,-2.57560289
45894,F,5,blue,4,right,1,0,0.926284931,0.082783394,-2.491527797,0.055105305,-2.898509291
45895,F,5,blue,10,right,1,0,0.62500477,0.066758977,-2.706666507,0.0428604,-3.14980696
45896,F,5,blue,3,left,1,0,0.507152257,0.2276629,-1.479889252,0.101030672,-2.292331127
45897,M,3,blue,5,left,1,0,0.51540573,0.132330354,-2.022453803,0.083133154,-2.487311689
45898,F,5,blue,7,left,1,0,0.293415306,0.287478544,-1.246607052,0.149547946,-1.900138228
45899,F,2,blue,7,right,1,0,0.374855151,0.210213271,-1.559632689,0.118105504,-2.136176955
45900,F,5,blue,8,right,1,0,0.429724399,0.185748598,-1.683361143,0.107035307,-2.234596527
45901,M,1,blue,6,right,1,1,0.508311889,0.328152878,-1.114275687,0.167617968,-1.786067889
45903,M,4,blue,6,left,1,0,0.442014788,0.186186635,-1.681005692,0.110342416,-2.204166879
45907,M,4,blue,12,left,1,0,0.588284076,0.142824327,-1.946139885,0.085249618,-2.462171639
45910,M,4,blue,11,right,1,0,0.361767674,0.139785636,-1.967645199,0.082374348,-2.496481196
45911,M,6,blue,8,left,1,1,0.521638514,0.093819204,-2.366385706,0.061353605,-2.791101342
45912,M,4,blue,8,left,1,0,0.349811915,0.211559823,-1.553247467,0.115287995,-2.160321974
45915,F,3,blue,10,right,1,0,0.659344518,0.169298652,-1.776090955,0.095739103,-2.346128468
45918,M,4,blue,5,right,1,0,0.406395973,0.169895768,-1.77257016,0.10875272,-2.2186786
45920,M,4,blue,2,left,1,0,0.485837884,0.206676815,-1.576598985,0.115453088,-2.158890999
45921,F,1,blue,7,left,1,0,0.409569099,0.223222067,-1.499588188,0.1293804,-2.044998373
45924,M,1,blue,3,left,1,1,0.482352382,0.099034823,-2.312283742,0.064477686,-2.741436067
45925,M,4,blue,1,right,1,0,0.531810278,0.180749206,-1.710644812,0.106029649,-2.244036515
46051,F,5,blue,1,left,1,0,0.438548777,0.148214402,-1.909095391,0.08696651,-2.442232175
46052,M,2,blue,9,right,1,0,0.402733619,0.209725229,-1.561957037,0.110814396,-2.199898584
46053,M,2,blue,13,right,1,0,0.362346862,0.255141627,-1.365936488,0.138465208,-1.977136192
46055,M,2,blue,5,right,1,0,0.454906617,0.149140728,-1.902864936,0.093557174,-2.369182548
46056,M,5,blue,5,left,1,0,0.486863635,0.077515504,-2.557277307,0.054523958,-2.909115081
46057,F,2,blue,8,left,1,0,0.405182104,0.231163542,-1.464629843,0.113636591,-2.174749723
46058,M,1,blue,1,left,1,0,0.394364867,0.185719118,-1.683519862,0.101958092,-2.283193412
46059,M,3,blue,11,left,1,0,0.387767755,0.207754979,-1.571395879,0.102511442,-2.277780855
46060,F,1,blue,16,right,1,0,0.6023591,0.100655,-2.29605645,0.063886752,-2.750643266
46061,M,1,blue,13,left,1,0,0.659882658,0.149487296,-1.900543866,0.087631665,-2.434612868
46062,F,1,blue,11,left,1,1,0.351167779,0.129800298,-2.041758177,0.088743757,-2.422002201
46063,F,3,blue,8,right,1,0,0.42553188,0.074906916,-2.591509052,0.050248062,-2.99078329
46064,F,4,blue,14,left,1,0,0.352105244,0.144902479,-1.931694323,0.089623957,-2.412132619
46065,F,5,blue,9,left,1,0,0.379298335,0.144616748,-1.93366815,0.079749014,-2.528870899
46067,M,1,blue,2,right,1,0,0.370626129,0.13168305,-2.027357381,0.076994037,-2.564027308
46068,F,1,blue,12,right,1,0,0.416779865,0.172241584,-1.758857228,0.093278321,-2.372167551
46069,M,1,blue,14,right,1,1,0.204332981,0.180886039,-1.709888067,0.105948752,-2.244799777
46070,M,2,blue,15,right,1,0,0.503124817,0.052605031,-2.944943521,0.043083547,-3.144614106
46071,M,6,blue,1,right,1,1,0.34411822,0.317962543,-1.145821693,0.184644215,-1.689324468
46072,M,6,blue,2,left,1,0,0.498004515,0.133221538,-2.015741834,0.082897367,-2.49015198
46073,F,3,blue,13,left,1,0,0.892074071,0.098593772,-2.316747181,0.065124431,-2.73145551
46074,M,5,blue,6,right,1,0,0.466625402,0.233458384,-1.454751445,0.137236311,-1.986050941
46075,F,5,blue,2,right,1,0,0.680684909,0.158745195,-1.840454909,0.097553353,-2.327355845
46179,M,2,blue,1,right,1,0,0.51043199,0.164917305,-1.802311111,0.104025936,-2.263115025
46181,F,5,blue,15,left,1,0,0.353309213,0.060904576,-2.798446974,0.04512431,-3.098334162
46182,F,5,blue,11,left,1,0,0.390048814,0.139366752,-1.970646318,0.084917293,-2.466077521
46184,F,5,blue,16,right,1,0,0.560237484,0.100435728,-2.29823728,0.06800255,-2.688210075
46188,M,1,blue,9,left,1,0,0.261662844,0.265680787,-1.325459741,0.15344153,-1.874435694
46190,M,2,blue,2,left,1,0,0.368115515,0.114489047,-2.167276119,0.073415551,-2.611619496
46196,M,5,blue,14,right,1,0,0.563015607,0.146911607,-1.917924188,0.087299931,-2.43840561
46251,F,5,blue,12,right,1,0,0.515670673,0.053083809,-2.935883304,0.040996555,-3.194267231
46252,M,4,blue,4,left,1,1,0.43563117,0.125535771,-2.075164531,0.083566334,-2.482114547
46253,F,1,blue,15,left,1,0,0.375202915,0.063475251,-2.757105197,0.040952841,-3.195334084
46254,M,3,blue,1,left,1,0,0.50386045,0.168714931,-1.779544788,0.095402799,-2.349647356
46255,F,3,blue,4,right,1,0,0.486028623,0.11697701,-2.145777856,0.069089246,-2.672356194
46256,F,4,blue,13,right,1,0,0.446639648,0.168206009,-1.78256581,0.104477027,-2.258788066
46257,M,6,blue,4,left,1,1,0.344889207,0.331084512,-1.105381613,0.195265578,-1.633394708
46258,M,5,blue,13,left,1,0,0.4307371,0.243285751,-1.413518598,0.142785344,-1.946412865
46259,M,1,blue,10,right,1,0,0.333709259,0.163531638,-1.810748801,0.101879677,-2.283962803
46260,M,2,blue,10,left,1,0,0.441152112,0.145063747,-1.930581997,0.08446923,-2.471367954
46261,F,3,blue,16,right,1,0,0.349371738,0.24129118,-1.421750861,0.128270892,-2.053610905
46262,M,3,blue,12,right,1,0,0.386948191,0.122812076,-2.097099929,0.074009799,-2.603557782
46263,F,6,blue,10,left,1,0,0.576896462,0.227529195,-1.48047672,0.1290491,-2.047562329
46264,F,3,blue,15,left,1,0,0.388699085,0.148089844,-1.909936136,0.090744536,-2.399707015
46265,F,2,blue,4,left,1,0,0.638207582,0.150712424,-1.892381733,0.086427097,-2.448454027
46266,F,3,blue,7,left,1,0,0.297226933,0.070668935,-2.649749192,0.051348458,-2.96912037
46267,F,6,blue,9,right,1,0,0.52831008,0.150326277,-1.894947166,0.088175825,-2.428422446
46268,F,2,blue,3,right,1,0,0.308636102,0.16771478,-1.785490481,0.099880922,-2.30377658
46269,M,6,blue,3,right,1,0,0.298501621,0.179503762,-1.717559112,0.110785974,-2.200155103
46270,F,3,blue,3,left,1,0,0.44012915,0.067030517,-2.702607292,0.043125869,-3.143632243
46271,F,3,blue,14,right,1,0,0.489769893,0.098606588,-2.316617203,0.065107524,-2.731715156
46274,M,4,blue,3,right,1,0,0.422726791,0.055330696,-2.894427435,0.039822448,-3.223324514
46275,M,3,blue,2,right,1,0,0.38463222,0.053083172,-2.935895307,0.039166085,-3.239944075
46276,M,1,blue,5,left,1,1,0.808159417,0.080395867,-2.520792505,0.051464204,-2.966868785
46282,M,1,blue,4,right,1,0,0.572208343,0.173158123,-1.753550096,0.09796543,-2.323140614
45751,M,4,blue,8,left,2,1,0.319148046,0.152785976,-1.878717185,0.095340269,-2.350303003
45756,F,5,blue,12,right,2,0,0.35331493,0.083817147,-2.47911767,0.055368407,-2.893746123
45757,F,2,blue,12,left,2,0,0.312850149,0.249251568,-1.389292581,0.129373475,-2.045051902
45759,F,5,blue,8,right,2,0,0.431175437,0.151993548,-1.883917207,0.09283606,-2.376920137
45760,M,4,blue,6,left,2,0,0.498878428,0.172621139,-1.756656036,0.099522394,-2.30737259
45761,F,5,blue,13,left,2,0,0.456186854,0.109308545,-2.213580705,0.070862306,-2.647016635
45766,F,2,blue,11,right,2,1,0.532203189,0.159247057,-1.837298464,0.0973575,-2.329365507
45768,F,5,blue,14,right,2,0,0.314002892,0.272465531,-1.300243164,0.159523922,-1.835561388
45769,F,5,blue,11,left,2,0,0.420186478,0.105510815,-2.248941824,0.065752924,-2.721851139
45772,F,2,blue,10,left,2,0,0.325800734,0.287117838,-1.247862563,0.168373135,-1.78157272
45803,F,1,blue,9,left,2,0,0.558439184,0.285621077,-1.253089251,0.161493584,-1.823289867
45804,M,2,red,8,left,2,0,0.453879081,0.158900074,-1.839479742,0.097880829,-2.324004574
45812,F,4,blue,10,left,2,0,0.424468901,0.061666682,-2.786011501,0.046749998,-3.062941057
45821,F,2,blue,15,right,2,0,0.290812389,0.273910924,-1.294952321,0.162572019,-1.816634182
45822,M,1,blue,11,left,2,0,0.322885245,0.165254955,-1.800265813,0.086178775,-2.451331362
46027,M,2,red,7,right,2,1,0.284213577,0.144023876,-1.937776187,0.092822313,-2.377068226
46032,M,2,blue,7,right,2,0,0.311372592,0.274087761,-1.294306927,0.152152187,-1.882874028
46034,F,4,blue,9,right,2,0,0.495774543,0.196592472,-1.626622362,0.110289759,-2.204644206
46037,M,2,blue,8,left,2,1,0.478801069,0.192004219,-1.650237933,0.118261308,-2.134858626
46038,F,3,red,3,left,2,0,0.401706418,0.038219781,-3.264402066,0.03120076,-3.467312832
46041,F,2,blue,16,left,2,0,0.539877502,0.179217032,-1.719157736,0.100797564,-2.294641089
46045,M,1,blue,2,right,2,0,0.751034375,0.084923225,-2.46600767,0.058920129,-2.831572499
46046,F,3,red,4,right,2,0,0.500035605,0.107527994,-2.230004058,0.070974273,-2.645437814
46047,F,4,red,2,left,2,0,0.602610797,0.061588201,-2.787284974,0.04352002,-3.134534213
46048,F,1,blue,10,right,2,0,0.449668604,0.098021311,-2.322570362,0.061176349,-2.793994617
46050,M,1,blue,12,right,2,0,0.308427237,0.106270222,-2.241770168,0.071411366,-2.639298229
46326,M,3,red,2,right,2,0,0.390812299,0.094432293,-2.359872174,0.060990513,-2.797036951
46327,F,5,blue,2,right,2,1,0.435570657,0.202716175,-1.59594843,0.112501808,-2.184785987
46329,M,4,blue,3,right,2,0,0.339530727,0.095619506,-2.347378438,0.062876607,-2.766581087
46330,M,3,blue,16,right,2,0,0.548732638,0.105162352,-2.252249916,0.068757147,-2.677174591
46331,F,1,red,1,left,2,0,0.470276212,0.098620451,-2.316476628,0.062384292,-2.774441768
46332,F,1,red,2,right,2,0,0.352779606,0.056208046,-2.87869536,0.043454574,-3.13603917
46333,F,5,blue,3,left,2,0,0.538869709,0.083333309,-2.484906948,0.055542067,-2.890614579
46334,M,3,blue,9,left,2,0,0.533415357,0.159914369,-1.8331168,0.097207728,-2.330905064
46335,M,3,blue,15,left,2,0,0.350091861,0.184120676,-1.692163887,0.106433264,-2.240237115
46337,M,3,blue,10,right,2,0,0.37797203,0.136688379,-1.990051551,0.086008579,-2.453308237
46338,M,3,blue,7,left,2,0,0.619102516,0.040131238,-3.215600253,0.033028083,-3.410397077
46339,M,3,blue,11,left,2,0,0.85311147,0.038722416,-3.251336617,0.030220215,-3.499244196
46340,F,4,red,5,right,2,0,0.478775525,0.174835844,-1.743907779,0.101211286,-2.290545011
46341,F,4,red,6,left,2,0,0.45598273,0.141300664,-1.956865287,0.080246977,-2.522646183
46342,M,4,blue,1,right,2,0,0.472142999,0.157688651,-1.847132751,0.09392339,-2.365275831
46343,F,5,blue,1,left,2,0,0.632312802,0.056814552,-2.867962782,0.040079663,-3.216886241
46344,F,1,red,8,right,2,1,0.410600093,0.066129987,-2.71613297,0.053595126,-2.92629714
46346,M,3,red,1,left,2,0,0.443763897,0.125865542,-2.072541071,0.079806,-2.52815659
46347,M,3,blue,12,right,2,0,0.416439184,0.079569448,-2.53112508,0.054302984,-2.913176091
46348,F,4,red,8,left,2,0,0.627433762,0.086636702,-2.446031747,0.054676989,-2.90631234
46349,F,5,blue,5,left,2,0,0.421772344,0.177276625,-1.730043914,0.103270198,-2.270406448
46351,M,3,blue,8,right,2,0,0.439097263,0.199551775,-1.611681552,0.110387235,-2.203760773
46353,M,3,red,8,right,2,0,0.319817026,0.153646284,-1.873102172,0.089894473,-2.409118814
46355,F,4,red,4,left,2,0,0.562937945,0.119937051,-2.120788246,0.073085585,-2.616124125
46356,M,3,red,7,left,2,0,0.448870233,0.151659525,-1.886117237,0.0934782,-2.370027025
46359,F,4,red,3,right,2,0,0.514588871,0.097990602,-2.322883706,0.059408733,-2.823314041
46360,F,5,blue,4,right,2,0,0.521110189,0.188369374,-1.669350486,0.113096139,-2.179517032
46361,M,5,blue,10,right,2,0,0.384057772,0.106763592,-2.237138311,0.068769151,-2.677000019
46362,M,5,blue,9,left,2,1,0.382546501,0.14854277,-1.906882352,0.092712498,-2.378251997
46367,F,2,blue,6,left,2,0,0.42469631,0.160304343,-1.830681129,0.088210962,-2.428024042
46368,M,2,red,3,right,2,0,0.40851033,0.09472749,-2.356751034,0.059310278,-2.824972663
46369,F,1,blue,15,left,2,0,0.39226607,0.064350216,-2.743414994,0.049645924,-3.002838988
46370,F,4,red,7,right,2,0,0.416058766,0.288431833,-1.243296503,0.165031007,-1.801621903
46373,F,2,blue,5,right,2,0,0.380983432,0.13238875,-2.02201261,0.08393472,-2.477715921
46375,F,1,blue,16,right,2,0,0.46932341,0.167891445,-1.78443767,0.104455234,-2.258996685
46478,M,1,blue,8,right,2,1,0.375973051,0.184218554,-1.691632433,0.105850994,-2.245722894
46479,F,2,blue,2,left,2,0,0.465880628,0.139189153,-1.971921457,0.080251465,-2.522590263
46481,F,5,blue,7,left,2,0,0.369309668,0.092166024,-2.384163721,0.057750127,-2.851629722
46482,F,1,red,3,left,2,0,0.558867482,0.134080012,-2.009318551,0.079972564,-2.526071659
46483,F,2,blue,1,right,2,0,0.442616842,0.133401969,-2.014388382,0.076192571,-2.574491321
46484,M,3,blue,6,right,2,0,0.464978746,0.301475574,-1.199066281,0.174697452,-1.744699646
46485,M,3,red,5,left,2,0,0.382285183,0.114732048,-2.165155891,0.069913102,-2.660502205
46486,F,2,blue,9,right,2,0,0.350576656,0.239709378,-1.428328014,0.142574623,-1.947889747
46488,M,4,blue,2,left,2,0,0.358523133,0.084542915,-2.470496009,0.059686989,-2.81864123
46490,M,3,red,6,right,2,0,0.495104169,0.265766828,-1.325135942,0.143787522,-1.939418609
46491,F,1,red,4,right,2,0,0.49429905,0.145381008,-1.928397341,0.089070854,-2.418323114
46492,F,1,red,5,left,2,0,0.532819187,0.155125003,-1.863524017,0.096502694,-2.338184355
46493,M,2,red,4,left,2,0,0.438487289,0.116347451,-2.151174298,0.071547405,-2.637395041
46494,F,1,red,7,left,2,0,0.441972624,0.139317552,-1.970999403,0.092449224,-2.381095716
46495,F,5,blue,6,right,2,0,0.520340151,0.073838498,-2.605875036,0.05255196,-2.945952878
46496,F,1,red,6,right,2,0,0.438606696,0.126022984,-2.071290973,0.079311454,-2.534372728
46497,M,4,blue,5,right,2,0,0.316790496,0.269784853,-1.310130477,0.159482599,-1.83582046
46498,M,4,blue,7,right,2,0,0.377092456,0.187875959,-1.671973328,0.111137006,-2.196991547
46500,M,4,blue,4,left,2,1,0.444153991,0.158147293,-1.844228446,0.093179235,-2.373230387
46553,F,4,blue,13,right,2,0,0.37768015,0.205089521,-1.584308708,0.106170501,-2.242708975
46555,F,4,blue,12,left,2,0,0.520006302,0.232935227,-1.456994859,0.127819817,-2.057133683
46561,M,1,blue,4,right,2,0,0.369943234,0.135417363,-1.999393695,0.080064041,-2.52492845
46564,M,2,blue,3,right,2,0,0.394526242,0.088252182,-2.427556858,0.058882065,-2.832218728
46569,M,3,blue,13,left,2,0,0.563328569,0.187941219,-1.671626028,0.110611042,-2.201735361
46571,F,2,red,2,left,2,0,0.402134465,0.194255196,-1.63858254,0.117582609,-2.140614139
46572,M,1,blue,3,left,2,0,0.421123525,0.239098368,-1.43088023,0.136255232,-1.993225444
46573,F,4,red,1,right,2,0,0.366844508,0.121497356,-2.107862782,0.071892814,-2.632578965
46575,F,4,blue,11,right,2,0,0.506186516,0.145096253,-1.93035794,0.085904036,-2.454524464
46752,M,1,blue,14,right,2,1,0.367088843,0.089388654,-2.414761521,0.058408596,-2.840292202
46753,F,4,blue,16,left,2,0,0.383635581,0.36233729,-1.015179762,0.198167548,-1.618642404
46755,F,2,red,5,right,2,0,0.344549084,0.159632955,-1.83487813,0.084261545,-2.473829685
46756,M,3,blue,14,right,2,0,0.428171104,0.257574579,-1.356445973,0.148797532,-1.905168745
46757,F,2,blue,14,left,2,0,0.475594313,0.01191996,-4.429541008,0.011266719,-4.485902158
46758,M,1,blue,6,right,2,0,0.508968097,0.066463628,-2.711100425,0.044785674,-3.105866961
46759,F,2,red,1,right,2,0,0.520558887,0.17782983,-1.726928199,0.096392727,-2.339324525
46760,M,3,blue,5,left,2,0,0.99747125,0.024763441,-3.698386877,0.023107139,-3.767613642
46761,M,1,blue,5,left,2,1,0.37759942,0.144306273,-1.935817345,0.094218515,-2.362138564
46762,M,1,blue,1,left,2,0,0.447530822,0.077076226,-2.562960403,0.053017341,-2.937136232
46763,M,3,blue,3,left,2,0,0.744636758,0.064255976,-2.744880542,0.049126631,-3.013354011
46764,F,3,blue,2,right,2,0,0.581384403,0.202616667,-1.596439424,0.116867995,-2.146710227
46766,F,4,blue,14,left,2,0,0.375605864,0.235209581,-1.44727833,0.133402923,-2.014381231
46767,M,1,blue,7,left,2,1,0.492299498,0.215373848,-1.535379931,0.121890333,-2.10463355
46768,F,4,blue,15,right,2,0,0.386089114,0.142373272,-1.949302997,0.084674721,-2.468938173
46769,M,2,blue,4,left,2,1,0.387766584,0.117638139,-2.140141983,0.077247652,-2.560738752
46770,F,2,red,6,left,2,0,0.295247905,0.165268777,-1.800182181,0.099035177,-2.312280169
46771,F,2,blue,13,right,2,0,0.451113925,0.20460185,-1.586689383,0.121177848,-2.110495996
46772,M,1,blue,13,left,2,0,0.400341631,0.199707962,-1.61089917,0.114601719,-2.166292476
46774,F,3,blue,1,left,2,0,0.711197554,0.223703919,-1.497431893,0.116883118,-2.146580831
46775,M,3,blue,4,right,2,0,0.59998744,0.172788523,-1.75568684,0.099678495,-2.305805327
46876,M,4,blue,2,left,3,1,0.221628187,0.2071819,-1.574158126,0.121594846,-2.107060691
46877,F,4,blue,15,right,3,0,0.298063339,0.176513622,-1.734357229,0.099372517,-2.30887969
46878,M,1,blue,2,right,3,0,0.40318576,0.132970909,-2.017624903,0.078645261,-2.542807904
46880,M,3,blue,12,right,3,0,0.593101738,0.122239316,-2.101774549,0.078938967,-2.53908029
46881,M,3,red,4,right,3,0,0.467699285,0.113848722,-2.17288471,0.068355824,-2.683028511
46882,M,3,blue,11,left,3,0,0.402582339,0.20420717,-1.588620261,0.113075769,-2.179697166
46883,M,3,blue,8,right,3,0,0.318335621,0.179895667,-1.715378222,0.10033554,-2.299235314
46884,M,1,red,2,right,3,1,0.305948106,0.119909717,-2.121016179,0.07463255,-2.595178544
46885,F,1,blue,8,right,3,0,0.297682391,0.137555451,-1.983728161,0.086252564,-2.450475501
46888,F,4,red,3,right,3,0,0.549438205,0.178564384,-1.722806051,0.107069269,-2.234279279
46889,F,4,red,2,left,3,0,0.585196671,0.214895029,-1.537605606,0.120640543,-2.114939874
46890,M,4,red,7,right,3,0,0.431022929,0.078823248,-2.540547297,0.053278661,-2.932219381
46892,F,4,red,5,right,3,0,0.484298643,0.16487267,-1.802581802,0.093330964,-2.371603346
46893,F,4,blue,9,right,3,0,0.464485167,0.068374259,-2.682758855,0.047414763,-3.048821642
46894,F,3,blue,2,right,3,0,0.494492521,0.261821131,-1.340093716,0.142423921,-1.948947309
46895,F,4,blue,16,left,3,1,0.362670087,0.223293715,-1.499267268,0.133106159,-2.016608279
46896,M,3,blue,7,left,3,0,0.572040428,0.202140673,-1.598791425,0.116626679,-2.148777221
46897,M,4,blue,13,right,3,1,0.351026983,0.183394641,-1.696114938,0.110609775,-2.201746811
46898,F,4,red,1,right,3,0,0.465759688,0.104400146,-2.259524207,0.066975791,-2.703424051
46899,F,1,blue,7,right,3,0,0.232869596,0.101641747,-2.286300937,0.069376028,-2.668213892
46900,M,2,blue,15,right,3,0,0.363607998,0.171190431,-1.764978711,0.101908583,-2.28367911
46986,M,2,blue,5,right,3,1,0.277786541,0.15693098,-1.851949191,0.091423612,-2.392251498
47076,M,2,blue,14,left,3,0,0.259323239,0.150498428,-1.893802642,0.09208659,-2.38502595
47079,M,2,blue,13,right,3,0,0.439192187,0.058364492,-2.84104758,0.042504361,-3.158148604
47080,F,5,red,2,right,3,0,0.604819771,0.056993348,-2.864820719,0.040588394,-3.204273117
47081,F,1,blue,16,right,3,0,0.55194327,0.094156196,-2.362800219,0.06144505,-2.789611994
47082,F,2,blue,11,right,3,0,0.36071585,0.114154249,-2.170204686,0.070183861,-2.656636892
47083,M,1,red,1,left,3,1,0.545668825,0.100008314,-2.302501959,0.066793847,-2.706144316
47086,M,1,red,7,left,3,0,0.306381814,0.090375117,-2.403786303,0.061833494,-2.783310095
47087,M,3,red,3,left,3,0,0.385887276,0.024182597,-3.722122057,0.020138231,-3.905135236
47088,F,3,blue,10,right,3,0,0.484921835,0.163348171,-1.811871337,0.104503706,-2.258532747
47089,F,5,red,1,left,3,1,0.158298052,0.125527827,-2.075227814,0.088264403,-2.427418388
47091,F,1,blue,15,left,3,0,0.583171186,0.036514269,-3.310052177,0.0301424,-3.50182246
47092,F,2,blue,12,left,3,0,0.379527584,0.096403312,-2.339214724,0.061072265,-2.795697447
47095,M,1,blue,1,left,3,0,0.454841281,0.088055173,-2.429791691,0.062406736,-2.774082061
47097,F,4,red,4,left,3,0,0.39118873,0.083856939,-2.478643034,0.056713671,-2.869739992
47098,M,2,blue,16,left,3,0,0.385345706,0.20709883,-1.574559161,0.124514677,-2.083331685
47099,F,4,red,6,left,3,0,0.338317025,0.186133811,-1.681289449,0.10987119,-2.208446598
47226,M,2,blue,9,right,3,0,0.603475257,0.050119899,-2.993337167,0.03909827,-3.241677051
47227,M,2,blue,10,left,3,0,0.491606759,0.087549396,-2.435552115,0.064320273,-2.743880406
47228,F,3,blue,9,left,3,0,0.56151733,0.021632516,-3.833557748,0.019027845,-3.961851829
47229,F,2,red,4,left,3,0,0.412638349,0.164225167,-1.806516826,0.097430151,-2.328619562
47231,F,1,blue,6,right,3,0,0.608559536,0.275257976,-1.290046525,0.143169576,-1.943725507
47233,F,2,red,3,right,3,0,0.533998282,0.219459304,-1.516588467,0.126228497,-2.069661543
47234,F,2,red,1,right,3,0,0.316676471,0.230026991,-1.469558625,0.124255895,-2.085412171
47237,M,2,red,5,right,3,0,0.307120983,0.112811874,-2.182033683,0.072610986,-2.622639041
47238,F,1,blue,5,left,3,0,0.361583767,0.071168805,-2.642700689,0.046275085,-3.073151584
47241,F,2,red,2,left,3,0,0.703184429,0.066796362,-2.706106668,0.048281944,-3.030697615
47242,M,1,blue,10,right,3,0,0.554472317,0.117482668,-2.141464466,0.076234137,-2.573945919
47243,F,3,blue,4,right,3,0,0.33085629,0.306233638,-1.183406946,0.177412401,-1.72927831
47244,M,1,blue,9,left,3,0,0.437612316,0.207246859,-1.573844643,0.117319758,-2.142852102
47246,M,1,red,8,right,3,0,0.793654589,0.101320708,-2.289464465,0.065881984,-2.719890256
47247,M,2,red,6,left,3,0,0.454386881,0.040521234,-3.205929152,0.033274236,-3.402971878
47249,F,3,blue,3,left,3,0,0.321982372,0.179764007,-1.716110362,0.108923874,-2.217106044
47250,M,2,blue,6,left,3,0,0.365191925,0.258051389,-1.354596531,0.146176538,-1.92294022
47626,M,3,red,6,right,3,0,0.402129139,0.104247495,-2.260987451,0.065017676,-2.733096115
47632,F,3,red,7,left,3,0,0.445058105,0.037920028,-3.272275869,0.03182246,-3.447582953
47633,F,1,blue,12,right,3,0,0.409588758,0.052491123,-2.947111215,0.041375508,-3.185066165
47634,F,3,red,1,left,3,0,0.346747963,0.139344608,-1.97080522,0.082699927,-2.492536554
47635,F,1,red,6,right,3,0,0.460856778,0.310011398,-1.171146214,0.165199025,-1.800604319
47636,F,1,blue,4,right,3,1,0.261988007,0.27382327,-1.295272381,0.13887113,-1.9742089
47638,M,4,blue,7,right,3,0,0.214290764,0.0782341,-2.548049662,0.050838643,-2.979098533
47639,M,3,blue,6,right,3,0,0.339106556,0.21289075,-1.546976155,0.126298405,-2.069107876
47640,F,3,red,2,right,3,0,0.298573901,0.042819155,-3.150769728,0.034584249,-3.364356944
47645,M,2,blue,1,right,3,1,0.345705842,0.344007113,-1.067092944,0.185294914,-1.685806594
47646,M,2,blue,2,left,3,0,0.485644189,0.181295165,-1.707628832,0.105153953,-2.252329783
47649,M,3,blue,5,left,3,0,0.360867437,0.131242446,-2.03070893,0.082504135,-2.494906862
47752,F,1,blue,3,left,3,0,0.30028422,0.216708697,-1.52920124,0.121602606,-2.106996878
47753,F,3,blue,13,left,3,0,0.341165671,0.322560735,-1.131463834,0.179405176,-1.718108477
47754,M,3,red,5,left,3,1,0.348884015,0.366139093,-1.004741983,0.20974216,-1.561876311
47755,F,2,blue,4,left,3,0,0.540456271,0.088433939,-2.425499461,0.058357393,-2.841169229
47757,F,4,blue,4,left,3,0,0.392873729,0.207061594,-1.574738972,0.118765117,-2.130607545
47758,F,3,blue,14,right,3,0,0.434796715,0.19014666,-1.659959607,0.11267805,-2.183220643
47759,M,3,blue,15,left,3,0,0.382419649,0.12120061,-2.110308175,0.077132279,-2.562233425
47760,M,2,blue,7,right,3,0,0.332620207,0.134527711,-2.005985071,0.077139435,-2.562140654
47762,M,5,red,4,right,3,0,0.3348214,0.090002867,-2.407913755,0.06232041,-2.775466305
47767,F,1,blue,11,left,3,0,0.307761715,0.173253076,-1.753001888,0.102476606,-2.278120743
47768,M,1,blue,13,left,3,0,0.367285257,0.403578605,-0.907384003,0.233197142,-1.455871079
47769,F,4,blue,6,left,3,0,0.166225038,0.023015014,-3.771608513,0.020580246,-3.8834236
