,rfid,sex,cohort,coatcolor,dd_housing_box,dd_order_in_box,dd_squad_num,dd_box_color,dd_operant_box,dd_s_or_ns,locomotor_cage,locomotor_t1_age,locomotor_t2_age,locomotor_fecal_boli_box,locomotor_fecal_boli_age_1,locomotor_fecal_boli_age_2,dd_indiff_0,dd_indiff_2,dd_indiff_4,dd_indiff_8,dd_indiff_16,dd_indiff_24,dd_hyperbolic_k,dd_hyperbolic_lnk,dd_hyperbolic_b,dd_auc_trad,dd_auc_norm0,dd_quasi_h_k_beta,dd_quasi_h_s_delta,dd_expon_k,locomotor_t1_total_distance,locomotor_t1_rest_time,locomotor_t1_rest_episode_count,locomotor_t1_movement_episode_count,locomotor_t1_vertical_activity_count,locomotor_t1_center_time_legacy,locomotor_t2_total_distance,locomotor_t2_rest_time,locomotor_t2_rest_episode_count,locomotor_t2_movement_episode_count,locomotor_t2_vertical_activity_count,locomotor_t2_center_time_legacy,locomotor_fecal_boli_1,locomotor_fecal_boli_2,locomotor_fecal_boli_change,regressedlr_dd_indiff_0,regressedlr_dd_indiff_2,regressedlr_dd_indiff_4,regressedlr_dd_indiff_8,regressedlr_dd_indiff_16,regressedlr_dd_indiff_24,regressedlr_dd_hyperbolic_k,regressedlr_dd_hyperbolic_lnk,regressedlr_dd_hyperbolic_b,regressedlr_dd_auc_trad,regressedlr_dd_auc_norm0,regressedlr_dd_quasi_h_k_beta,regressedlr_dd_quasi_h_s_delta,regressedlr_dd_expon_k,regressedlr_locomotor_t1_total_distance,regressedlr_locomotor_t1_rest_time,regressedlr_locomotor_t1_rest_episode_count,regressedlr_locomotor_t1_movement_episode_count,regressedlr_locomotor_t1_vertical_activity_count,regressedlr_locomotor_t1_center_time_legacy,regressedlr_locomotor_t2_total_distance,regressedlr_locomotor_t2_rest_time,regressedlr_locomotor_t2_rest_episode_count,regressedlr_locomotor_t2_movement_episode_count,regressedlr_locomotor_t2_vertical_activity_count,regressedlr_locomotor_t2_center_time_legacy,regressedlr_locomotor_fecal_boli_1,regressedlr_locomotor_fecal_boli_2,regressedlr_locomotor_fecal_boli_change
106,933000320046268,F,C01,BROWN,10.0,1.0,2.0,blue,3.0,s,3.0,80.0,81.0,10.0,80.0,81.0,114.688483,105.792320833333,48.480003,57.5047633333333,24.1354966666667,25.31607,0.167714779966855,-1.78549048066228,0.764589886666666,0.308636101944444,0.403662286575599,0.691586668012804,0.919490563154193,0.165096217740043,2875.52,435.79,140.0,141.0,1246.0,451.28,1985.76,602.05,131.0,132.0,936.0,460.95,7.0,5.0,-2.0,-1.0641360304442,-0.47755010454965,-2.45790136074652,-0.773137527340294,-1.75250215287442,-0.746185186216186,0.205787991626847,0.205787991626847,-1.0641360304442,-1.6596775786757,-0.303477184700797,-0.99152647467733,-0.935794736602959,1.4373410223063,-0.337036970829394,0.837652754382037,0.156049960593895,-0.303477184700797,-0.370980805395097,1.76299441966828,-0.73973721941389,2.21112724108533,-1.62887901765941,-1.93930484790457,-0.67824673906293,1.80202081741717,1.35170223993066,0.906540796794683,-0.859386367217522
107,933000320046269,M,C01,ALBINO,42.0,1.0,6.0,blue,3.0,s,3.0,88.0,89.0,42.0,88.0,89.0,121.274797222222,110.784158333333,63.4939644444444,45.142474,19.107218,29.3920596666666,0.179503762173075,-1.71755911209197,0.808498648148148,0.298501620524691,0.369204848033332,0.827182479411457,0.89118294305856,0.159852079323391,804.82,560.97,133.0,136.0,1102.0,67.74,917.76,544.01,156.0,160.0,974.0,72.96,10.0,5.0,-5.0,-0.832229344915226,-0.442878236097081,-1.45956400512257,-1.4158060487208,-2.82775954844799,-0.263632007894005,0.335062898129965,0.335062898129965,-0.832229344915226,-1.93930484790457,-0.67824673906293,-0.384901278003634,-1.51852545448469,1.50631013481253,-2.53862902667311,2.09057724026175,-0.266124815033126,-0.585772186561683,-1.09878903652731,-1.4941549086209,-1.35170223993066,1.30360340410512,-0.0079702855763906,-0.143959321866744,-0.683271005400994,-1.08432799755596,1.86627300469173,0.492152607180194,-1.55718422926528
108,933000320046270,F,C01,BLACK,18.0,1.0,3.0,blue,3.0,s,3.0,79.0,80.0,18.0,79.0,80.0,110.201902777778,94.6290763888888,76.2533922222222,61.9946563888888,57.9243888888889,55.2204141666666,0.0670305165616656,-2.702607292217,0.734679351851851,0.440129149537037,0.599076520154862,0.589364565479583,0.975717665190255,0.0862680616238782,4427.73,295.17,125.0,137.0,1973.0,268.22,4431.57,233.87,125.0,134.0,1935.0,124.36,3.0,7.0,4.0,-1.2376698327173,-0.893302538674056,-0.877095474389772,-0.496466641362232,0.956019267959755,1.50725217272401,-1.15792557428164,-1.15792557428164,-1.2376698327173,-0.143959321866744,1.25834478651046,-1.42649084357019,1.72015799169893,0.17803479194917,0.804161593148402,-0.744986618868152,-0.883828955158423,-0.571637525165086,1.72648201966408,1.13598738434798,1.57154015983986,-2.65422307841797,-1.93930484790457,-1.76299441966828,1.88950996033343,-0.220965575942651,0.379532428641948,1.43504636669201,1.69137957240162
109,933000320046271,F,C01,BLACKHOOD,23.0,2.0,3.0,blue,14.0,s,2.0,88.0,89.0,23.0,88.0,89.0,145.905211111111,152.535897222222,106.336930555555,67.4874344444444,51.691042,43.6827191666666,0.0986065881595328,-2.3166172025719,0.972701407407407,0.489769893487654,0.503515148387689,1.04973820795097,0.928326747338764,0.0683233835014171,4040.43,369.49,152.0,166.0,1725.0,119.64,4047.98,427.79,148.0,153.0,1760.0,123.24,2.0,0.0,-2.0,-0.265826710866567,0.665949726363638,0.213745738136,-0.174081716101805,0.513198464428708,0.740939442834791,-0.652660527183368,-0.652660527183368,-0.265826710866567,0.233233252281395,0.6048028257044,0.559109551463754,-0.577406926435228,-0.359870338590735,0.534486814681294,0.0837850369211274,0.963188171222743,1.23238301842237,1.04913139796397,-0.337036970829394,1.16691860113532,0.172206688534814,-0.337036970829394,-0.379532428641948,1.51894701018036,-0.245536131339743,0.115826379900779,-1.42395810964513,-0.847894343015289
110,933000320046274,M,C01,BROWN,26.0,1.0,4.0,blue,3.0,s,3.0,87.0,88.0,26.0,87.0,88.0,99.3193456666666,109.79332,80.4426205555555,57.4107993333333,55.9892926666666,42.3008661111111,0.0553306964501984,-2.8944274349437,0.662128971111111,0.422726791419753,0.638435727574917,0.69813601678115,0.9564941733142,0.0915194683679787,3784.75,301.37,135.0,144.0,1677.0,303.71,3257.41,366.95,150.0,152.0,1651.0,287.35,0.0,0.0,0.0,-1.56980868122519,-0.468829809309117,-0.676934986199471,-0.731808083859618,1.11684056728537,1.02964942855675,-1.67100597872735,-1.67100597872735,-1.56980868122519,-0.119839245113191,1.62887901765941,-0.960196115051792,1.03709960130423,0.115075734509826,1.0286235699285,-0.698448648732689,-0.147987109725839,-0.0797865833603884,1.22391129674525,0.724109667073398,1.24094412395767,-0.837652754382037,-0.324409562687903,-0.557616161251767,2.09057724026175,0.693371709341444,-2.16736967983524,-1.80129718720263,0.134114413974463
111,933000320046275,M,C01,BLACK,17.0,2.0,3.0,blue,2.0,s,2.0,80.0,81.0,17.0,80.0,81.0,90.7314777777777,96.0822055555555,87.8613594444444,51.4488036111111,45.5805711111111,41.2146583333333,0.053083172295207,-2.93589530688784,0.604876518518518,0.384632219753086,0.635885520395368,0.667808352728841,0.953184448513321,0.106953371294553,2269.3,397.35,133.0,142.0,1093.0,461.77,1818.85,441.92,153.0,158.0,1056.0,347.31,5.0,8.0,3.0,-1.92405391272951,-0.910869914782566,-0.422910929316514,-0.997910043460917,0.358041175161548,0.920822976368379,-1.72015799169893,-1.72015799169893,-1.92405391272951,-0.516187627975778,1.59955231920823,-1.19684632164446,0.854447398695989,0.50087424787132,-0.324409562687903,0.383818631878613,-0.257876289006082,-0.266124815033126,-1.12842258406707,1.58539074141427,-0.176252739007846,0.13591068064648,-0.184353572814566,-0.282676954980495,-0.299306910465667,0.86051148700907,0.23733019886823,1.44631392439828,1.37097687289897
112,933000320046276,M,C01,BROWNHOOD,3.0,1.0,1.0,blue,5.0,s,1.0,87.0,88.0,3.0,87.0,88.0,212.08759,169.436366666667,152.683970833333,125.887666666667,105.498683333333,75.26155,0.0803958673318361,-2.52079250546363,1.41391726666667,0.808159417361111,0.571574756468149,1.18184285137822,0.96513746673516,0.0233353935451022,2176.28,396.68,124.0,130.0,1111.0,339.97,2893.07,402.57,158.0,167.0,1191.0,286.9,5.0,6.0,1.0,1.16556882126523,1.04952907411944,1.40528048778567,1.92405391272951,2.54468933062046,2.3768683734573,-1.0437872087036,-1.0437872087036,1.16556882126523,2.12740644030774,1.22391129674525,0.888589748631187,1.48253214194721,-2.13686841464134,-0.475626878997011,0.370980805395097,-0.766193444745778,-0.93814149222999,-1.04224674183241,0.889733683359088,0.925836411210392,-0.362456226787751,0.176252739007847,0.392412330042016,0.324409562687903,0.67824673906293,0.249645271474283,0.728086708652433,0.71256552742236
113,933000320046282,M,C01,BROWN,2.0,2.0,1.0,blue,4.0,s,4.0,87.0,88.0,2.0,87.0,88.0,212.996360416667,131.6625375,137.36814,112.82230375,45.0563403333333,33.5349083333333,0.173158123086835,-1.75355009565147,1.41997573611111,0.572208342754629,0.402970507314257,1.1022990296587,0.936713051648694,0.0561152840160994,1507.28,486.38,156.0,161.0,1000.0,667.88,1952.93,605.05,136.0,137.0,1365.0,634.64,11.0,7.0,-4.0,1.18891771168798,0.164468472672775,1.16556882126523,1.54365964479606,0.316579754199761,0.238992870478921,0.261796599498108,0.261796599498108,1.18891771168798,1.24959716066471,-0.278531831295285,0.614598544652628,-0.103328995936055,-1.15792557428164,-1.31298147897337,1.45860416771351,1.12092181384096,0.925836411210392,-1.53170120702973,2.0244363169531,0.0159410775089853,1.76299441966828,-1.24094412395767,-1.41389516153137,1.09878903652731,1.91381436645586,2.44942561489447,1.06204212812563,-1.2934372532964
114,933000320046326,M,C02,BROWNHOOD,33.0,2.0,3.0,red,2.0,s,2.0,78.0,79.0,33.0,78.0,79.0,111.757930555555,85.3345711111111,90.7641041666666,65.9223716666666,41.2126505555555,31.7423643333333,0.0944322933490253,-2.35987217376861,0.74505287037037,0.390812299182098,0.524543042143873,0.67188881526268,0.9504788661541,0.104392541346498,1892.04,400.84,161.0,167.0,1201.0,46.78,1368.48,500.0,173.0,178.0,945.0,17.7,5.0,2.0,-3.0,-1.12800745629026,-1.39406808671168,-0.372356644850219,-0.0681676558990974,0.0607447400986511,0.137701681425067,-0.582011393935001,-0.582011393935001,-1.12800745629026,-0.332821960314184,0.776926886048734,-1.13539183283792,0.966386270270356,0.281991131438293,-0.866296648075625,0.703543655057722,1.44715421659434,1.31298147897337,-0.6048028257044,-1.80202081741717,-0.755547557067763,0.832006270016473,1.08432799755596,1.17482785656935,-0.787750590444633,-1.67568616054906,0.562277643346719,0.0819161700721839,-0.900537280667848
115,933000320046327,F,C02,BROWNHOOD,49.0,2.0,5.0,blue,2.0,s,2.0,80.0,81.0,49.0,80.0,81.0,176.769775,99.5506416666666,119.960706666667,76.2448591666666,36.1159066666666,21.476195,0.202716175174577,-1.59594843011603,1.17846516666667,0.435570657407407,0.369608427747963,0.887503038123993,0.930547124021665,0.0863521866307004,4555.36,309.16,129.0,143.0,1719.0,120.37,1966.46,423.83,157.0,161.0,1061.0,59.12,0.0,4.0,4.0,0.496466641362232,-0.72554427055215,0.55456454373236,0.17803479194917,-0.55384124274384,-1.16787511611994,0.911938216629045,0.911938216629045,0.496466641362232,-0.115826379900779,-0.872110948779579,-0.0876885458982453,-0.233700639432039,0.12291562430268,0.872110948779579,-0.278531831295285,-0.534486814681294,-0.172206688534813,0.995373074756075,-0.303477184700797,-0.760859721862499,0.13188969182842,0.311833673190532,0.123854041043712,-0.295141835067149,-0.771549054390448,-1.21552651612008,1.17387309673084,1.72573607712001
116,933000320046329,M,C02,ALBINO,38.0,1.0,4.0,blue,3.0,s,3.0,79.0,80.0,38.0,79.0,80.0,99.6460111111111,92.3172206666666,78.2129833333333,51.351326,33.8714620833333,31.0778902777778,0.0956195064183535,-2.34737843770554,0.66430674074074,0.339530726728395,0.511105346228759,0.665650399099303,0.938849978079448,0.134966559237789,3770.85,236.64,93.0,103.0,1618.0,109.26,3401.62,289.08,120.0,131.0,1482.0,124.07,5.0,2.0,-3.0,-1.53097165770969,-1.03609993833894,-0.783676740881293,-1.01730951585211,-0.600103140084061,-0.0139261627591246,-0.554564543732361,-0.554564543732361,-1.53097165770969,-1.21552651612008,0.718939722168033,-1.20485089136647,0.281991131438293,1.05730443289718,1.00193456195736,-1.12092181384096,-2.16736967983524,-2.25957924739552,0.93814149222999,-0.93814149222999,1.43589090698824,-1.78216836103315,-2.0244363169531,-1.64408337024815,1.53170120702973,0.0278993230896937,0.571637525165086,0.0899286058732601,-0.888626541968506
117,933000320046330,M,C02,BLACKHOOD,32.0,2.0,3.0,blue,16.0,s,4.0,78.0,79.0,32.0,78.0,79.0,169.858,152.008855555555,142.205880555555,75.6510588888888,53.4525658333333,48.3543161111111,0.105162351714472,-2.25224991616708,1.13238666666667,0.548732638117284,0.484580624507486,1.156011867858,0.93126282219373,0.0556074525894928,3202.68,379.14,157.0,168.0,1126.0,162.56,1805.18,442.03,179.0,187.0,861.0,75.9,3.0,1.0,-2.0,0.310459990711897,0.670823751204893,1.24608574054808,0.389096220891685,0.919541326508098,1.45943854189883,-0.457216377357073,-0.457216377357073,0.310459990711897,1.10610645494792,0.566951375588074,0.757487646848915,-0.0876885458982453,-1.21293341333077,0.466720972203649,0.484570671510904,1.18281129594049,1.41389516153137,-0.950590288110625,-0.324409562687903,-0.200592161038666,0.139933868126646,1.50643522070069,1.78216836103315,-1.09878903652731,-0.571637525165086,-0.0318862072191953,-0.150242560661777,-0.542346804902999
118,933000320046331,F,C02,BLACK,9.0,1.0,1.0,red,1.0,s,1.0,73.0,74.0,9.0,73.0,74.0,136.615223333333,137.40428,83.6845793333333,68.3455586666666,53.6342697222222,47.8423327777777,0.0986204507334519,-2.31647662779048,0.910768155555555,0.470276211728395,0.516351179891147,0.85400119364246,0.946284989222766,0.0745546256168366,2819.83,321.91,135.0,138.0,1195.0,104.49,3023.47,338.73,141.0,145.0,776.0,243.86,0.0,0.0,0.0,-0.492068658699456,0.272313435467951,-0.577406926435228,-0.111158470487179,0.691800695206645,1.08532490807676,-0.364026113746365,-0.364026113746365,-0.492068658699456,0.200592161038666,0.619220566085587,-0.22171704353102,0.461541801810552,-0.201814031371492,-0.370980805395097,-0.152017299832625,-0.220965575942651,-0.471169254221571,-0.480093974808527,-0.548329290564999,0.311833673190532,-1.20722633252529,-0.872110948779579,-0.995373074756075,-1.34183272625328,1.33209221345111,-1.20722633252529,-0.962124116552854,-0.211108576752426
119,933000320046332,F,C02,BROWNHOOD,9.0,2.0,1.0,red,2.0,s,2.0,74.0,75.0,9.0,74.0,75.0,83.2545133333333,77.6723891666666,98.3881383333333,55.305042,39.58007625,21.9430033333333,0.0562080463110528,-2.8786953595362,0.555030088888888,0.352779606111111,0.635604471132976,0.673676110721899,0.941472965757748,0.118848211884786,2383.08,452.55,125.0,132.0,966.0,473.19,2267.85,426.59,156.0,161.0,931.0,478.21,4.0,9.0,5.0,-1.94944557784197,-1.43651670817011,0.0214091749925504,-0.917853340662729,-0.143446577219318,-1.16004190295531,-1.18891771168798,-1.18891771168798,-1.94944557784197,-1.04913139796397,1.44715421659434,-1.08493530351548,0.249731455162978,0.716629909225674,-0.793197168306389,1.29433859803491,-0.872110948779579,-1.00853947165709,-1.28518358069407,1.86627300469173,-0.462281906208327,0.164122969148985,0.212805674693294,0.13188969182842,-0.688312579263665,2.31399991960229,0.963188171222743,2.53807225649064,2.05572617763887
120,933000320046333,F,C02,ALBINO,50.0,1.0,5.0,blue,3.0,ns,3.0,80.0,81.0,50.0,80.0,81.0,144.05404,69.9278883333333,128.817014444444,126.525136111111,47.7464613888889,32.1118958333333,0.0833333085154875,-2.48490694760219,0.960360266666666,0.538869708641975,0.56111204028916,0.805673556855662,0.959785333129873,0.0593864227211678,3102.99,307.84,133.0,141.0,964.0,58.13,2733.44,412.82,147.0,156.0,902.0,34.11,0.0,0.0,0.0,-0.318639363964375,-1.77314134949805,0.877095474389772,1.83321780999414,0.231163866690143,-0.0577242791560232,-0.686756755834009,-0.686756755834009,-0.318639363964375,0.815223556792279,0.895669597032344,-0.470218724462234,1.1732807734222,-0.826738855412637,-0.164122969148985,-0.358203832966929,-0.320211994593771,-0.295141835067149,-1.30360340410512,-1.35170223993066,0.0757894049963818,-0.0119555865947424,-0.405357663027239,-0.23733019886823,-0.895669597032344,-1.35170223993066,-1.18281129594049,-0.93088930374625,-0.202952736015668
121,933000320046334,M,C02,BLACK,29.0,1.0,3.0,blue,9.0,s,1.0,78.0,79.0,29.0,78.0,79.0,197.882562222222,162.855875,131.569677777778,66.9650106666666,53.508884,43.0327011111111,0.159914369062504,-1.83311680037475,1.31921708148148,0.533415357222222,0.404342366931147,1.20963554307744,0.919696193666394,0.0608674401068354,3712.72,337.11,154.0,166.0,1495.0,221.23,4210.48,346.32,151.0,162.0,1381.0,247.43,3.0,0.0,-3.0,0.837745037764398,0.876006613309475,1.01080075595913,0.0253025191353124,0.925535358796134,1.15227922963482,0.368188185356806,0.368188185356806,0.837745037764398,1.02188306631775,-0.316020060952124,1.00433453829644,-0.389096220891685,-0.985183056952866,0.988854163999002,0.103798705478703,0.969544778249135,1.24094412395767,0.548329290564999,0.216883820186975,1.96612148892947,-1.09152998414627,-0.274391487860037,0.0,1.17482785656935,0.988854163999002,-0.0199268216505944,-1.35082470466086,-0.876840554035961
122,933000320046335,M,C02,BROWN,32.0,1.0,3.0,blue,15.0,s,3.0,78.0,79.0,32.0,78.0,79.0,137.171377777778,85.9369044444444,97.9875866666666,49.363626,31.7861338888889,26.7129813888889,0.184120676195309,-1.6921638874605,0.914475851851851,0.350091860925926,0.382833357728337,0.716307006741396,0.9319123317904,0.12513401690909,2262.84,309.56,144.0,153.0,1507.0,129.66,1237.75,413.02,157.0,160.0,1089.0,36.35,9.0,6.0,-3.0,-0.414413329600076,-1.37375458394941,-0.0681676558990974,-1.1732807734222,-0.737304000438654,-0.494950700563188,0.628764711824448,0.628764711824448,-0.414413329600076,-1.02188306631775,-0.552966764488624,-0.843286335776271,-0.0525699827757912,0.826738855412637,-0.341257977795462,-0.295141835067149,0.414025644678041,0.401035107131162,0.614400484919194,-0.653376610971535,-0.950590288110625,-0.266124815033126,0.119839245113191,-0.13591068064648,-0.119839245113191,-1.28518358069407,1.88950996033343,1.21459055495733,-0.865175126875283
123,933000320046337,M,C02,BLACKHOOD,29.0,2.0,3.0,blue,10.0,s,2.0,78.0,79.0,29.0,78.0,79.0,131.590759444444,115.136016666667,94.97592,60.6208344444444,34.8364502777778,17.873037,0.136688378886939,-1.99005155066595,0.877271729629629,0.377972030462963,0.430849436607899,0.905683102527327,0.913645488677696,0.105522601105435,2451.97,395.65,146.0,152.0,1332.0,347.07,2122.19,432.45,156.0,165.0,933.0,162.48,2.0,2.0,0.0,-0.545508659106146,-0.276361262532242,-0.166183654552515,-0.37653158452073,-0.531153374375652,-1.38299412710064,-0.0136234011522289,-0.0136234011522289,-0.545508659106146,-0.539089472574045,-0.02391288237921,-0.0915964985101993,-0.536497292202783,0.37653158452073,-0.16816345522434,0.643541471471839,0.525315232555291,0.358203832966929,-0.0558203833913564,0.919736159405206,0.200592161038666,-0.0278993230896937,0.0,0.192466522845426,-0.832006270016473,0.37525318670892,-0.311833673190532,0.10195825640152,0.142173864512035
124,933000320046338,M,C02,ALBINO,28.0,1.0,3.0,blue,7.0,ns,3.0,78.0,79.0,28.0,78.0,79.0,125.5865,171.469241666667,120.402819333333,87.708166,92.5781313888888,33.0403926666666,0.0401312376789358,-3.21560025344116,0.837243333333333,0.619102516419753,0.739453503863576,1.15008222929073,0.942198059789042,0.0465596705693232,3694.47,251.55,120.0,131.0,1564.0,155.4,1838.5,347.38,165.0,176.0,1188.0,10.99,5.0,7.0,2.0,-0.721670807101125,1.14189125905836,0.600554657512161,0.805021187418853,2.13437006499937,0.25540190652936,-1.83321780999414,-1.83321780999414,-0.721670807101125,1.55798466257325,2.05638285074348,0.74715675573613,0.439998921841801,-1.54365964479606,0.950590288110625,-0.988854163999001,-0.93814149222999,-0.889733683359088,0.798667378840088,-0.392412330042016,-0.152017299832625,-1.07009023002916,0.614400484919194,0.975940804609094,0.307652743476193,-1.96612148892947,0.581047757280403,1.5181329279143,1.01415341356741
125,933000320046339,M,C02,ALBINO,30.0,1.0,3.0,blue,11.0,s,3.0,78.0,79.0,30.0,78.0,79.0,180.057511111111,182.496961111111,158.162694444444,146.743458333333,100.725191666667,91.3498733333333,0.0387224161989987,-3.25133661668703,1.20038340740741,0.85311147037037,0.710699152542373,1.25815939138454,0.966749557591804,0.0176638156007069,3456.77,326.28,129.0,138.0,1477.0,132.04,2642.4,289.22,137.0,146.0,1282.0,83.97,3.0,0.0,-3.0,0.550030962956839,1.36380703742721,1.61116916235268,2.10016549284447,2.32052489122976,2.65475903334033,-1.85452143613234,-1.85452143613234,0.550030962956839,2.3762823257272,1.96612148892947,1.09197356529013,1.70331402801797,-2.6621652515246,0.766193444745778,-0.07179343719077,-0.502576121383987,-0.502576121383987,0.511639949485918,-0.619220566085587,0.713788922310638,-1.72648201966408,-1.14361775773078,-0.877954882724359,0.703543655057722,-0.475626878997011,-0.0079702855763906,-1.31208799564572,-0.853626263114652
126,933000320046340,F,C02,BLACKHOOD,47.0,1.0,4.0,red,5.0,s,1.0,80.0,81.0,47.0,80.0,81.0,180.363697222222,124.406930555555,116.907880555555,74.0292763888888,45.8189947222222,33.2407688888889,0.174835844033121,-1.74390777938438,1.20242464814815,0.478775525462963,0.398175075835583,0.965366498591358,0.932461398806582,0.0740830248366467,3933.12,386.33,146.0,146.0,1385.0,86.22,2309.62,458.11,150.0,155.0,969.0,37.98,0.0,2.0,2.0,0.572814668221021,-0.0311917230587756,0.505291606442629,0.0915964985101991,0.135536762676896,0.0656970166916405,0.595899696461569,0.595899696461569,0.572814668221021,0.266124815033126,-0.462281906208327,0.25374904545404,-0.17803479194917,-0.22171704353102,0.431456156928572,0.534486814681294,0.576336261695426,0.0278993230896937,0.0039851111435712,-0.798667378840088,-0.39672003144116,0.633768191879278,-0.196527719943217,-0.320211994593771,-0.552966764488624,-1.26718977672319,-1.15908167787936,0.775747497592327,1.09053463077408
127,933000320046341,F,C02,BROWN,47.0,2.0,4.0,red,6.0,s,2.0,80.0,81.0,47.0,80.0,81.0,149.776206666667,96.2478472222222,101.844527777778,66.264497,52.7132016666666,43.6099372222222,0.14130066438184,-1.95686528737886,0.998508044444444,0.455982730185185,0.456664052655567,0.719575079729382,0.958173835418052,0.0804836811456058,2441.35,321.95,154.0,163.0,876.0,39.96,1920.18,414.49,159.0,168.0,764.0,62.52,0.0,0.0,0.0,-0.111158470487179,-0.842176871173859,0.118994765167898,-0.185949361819406,0.628483121753339,0.767377431460202,0.111158470487179,0.111158470487179,-0.111158470487179,0.103798705478703,0.176252739007847,-0.799650976910602,1.10621484177897,-0.0525699827757912,-0.73973721941389,-0.13591068064648,1.12842258406707,1.0771818187316,-1.6596775786757,-2.05638285074348,-0.837652754382037,0.0039851111435712,0.444615320019653,0.609594636175404,-1.42480686770253,-0.703543655057722,-1.13598738434798,-0.906540796794683,-0.194810373153431
128,933000320046342,M,C02,BROWN,37.0,1.0,4.0,blue,1.0,s,1.0,79.0,80.0,37.0,79.0,80.0,170.315773333333,143.415566666667,93.4098533333333,79.9531243333333,41.6413111111111,37.3722736111111,0.157688651383551,-1.84713275092824,1.13543848888889,0.472142998888889,0.415824374027444,0.995958929726832,0.92770141456875,0.0755571505878537,4427.75,207.11,108.0,118.0,1693.0,203.13,3172.34,403.58,139.0,147.0,1257.0,164.16,1.0,3.0,2.0,0.326840110950636,0.451494802143877,-0.197843255694694,0.527529282764181,0.12368776422029,0.596571280019541,0.343308403319848,0.343308403319848,0.326840110950636,0.466720972203649,-0.16816345522434,0.286043609854515,-0.217729661462491,-0.448591026748857,1.61404215463009,-1.72648201966408,-1.55798466257324,-1.64408337024815,1.25834478651046,0.0957886973637307,1.19087084261839,-0.349718351946264,-1.00193456195736,-0.809680190146028,0.595260557832843,0.409687806155959,-0.59050972677956,0.331262969335628,1.02759553077049
129,933000320046343,F,C02,ALBINO,49.0,1.0,5.0,blue,1.0,s,1.0,80.0,81.0,49.0,80.0,81.0,152.586091666667,114.147186111111,124.390868333333,128.532913888889,54.9850022222222,77.7988791666666,0.0568145524180363,-2.86796278152692,1.01724061111111,0.632312801851852,0.621596105135037,0.891463964380761,0.970916193819195,0.0386177361159394,6092.91,207.71,110.0,121.0,1829.0,105.9,3606.22,285.82,147.0,158.0,1430.0,115.65,7.0,5.0,-2.0,-0.040880322944573,-0.272313435467951,0.657484296179197,1.94944557784197,0.758022521979988,2.21174734779144,-1.15034938037601,-1.15034938037601,-0.040880322944573,1.61404215463009,1.35170223993066,-0.0720695184857699,1.65548534383498,-1.92405391272951,2.05638285074348,-2.16736967983524,-1.70905705431568,-1.59955231920823,1.32247647205542,-0.529895451881666,0.837652754382037,-1.99443141288806,-0.39672003144116,-0.13188969182842,0.698448648732689,0.196527719943217,1.67568616054906,1.39170172793582,-0.836513221213096
130,933000320046344,F,C02,BLACK,12.0,2.0,1.0,red,8.0,ns,4.0,72.0,73.0,12.0,72.0,73.0,105.908872333333,192.623790666667,99.6058555555555,58.6184776666666,34.8419716666666,14.4349183333333,0.066129987249208,-2.71613297010962,0.706059148888889,0.4106000925,0.581537811876176,1.77711976627494,0.822174516962552,0.0861327511570224,3284.89,362.28,136.0,143.0,1655.0,107.24,2987.33,373.78,142.0,155.0,1409.0,112.66,7.0,4.0,-3.0,-1.48253214194721,1.77314134949805,0.0525699827757912,-0.726730110195367,-0.609508410048908,-1.86697727140064,-0.941842481493578,-0.941842481493578,-1.48253214194721,-0.358203832966929,1.06305205244202,2.45790136074652,-2.54686442730808,0.0798765963779548,0.0119555865947424,0.337036970829394,-0.127870834327565,-0.164122969148985,0.804161593148402,-0.511639949485918,0.270255842848294,-0.648451200604509,-0.750256628086862,-0.311833673190532,0.658317923323217,0.139933868126646,1.72648201966408,1.18992357105518,-1.15034938037601
131,933000320046346,M,C02,BLACK,33.0,1.0,3.0,red,1.0,s,1.0,78.0,79.0,33.0,78.0,79.0,149.549327777778,117.429902777778,127.115824333333,62.4117722222222,40.8878925,32.554912,0.125865541704827,-2.07254107114532,0.996995518518518,0.443763896574074,0.445101194871451,0.971436080333241,0.926323319125046,0.0801955518782886,5099.1,258.88,110.0,115.0,1836.0,257.83,3040.14,356.01,134.0,143.0,1366.0,215.78,3.0,1.0,-2.0,-0.0994166626570918,-0.176334570502876,0.762683498771624,-0.294162753694624,0.0097916731613453,0.186081368672967,-0.166183654552515,-0.166183654552515,-0.0994166626570918,0.172206688534814,0.16816345522434,0.205787991626847,-0.261796599498108,-0.314547046843774,2.16736967983524,-0.854754983252901,-1.43589090698824,-1.74444754214097,1.64408337024815,0.548329290564999,1.11348358383147,-1.00193456195736,-1.33209221345111,-1.11348358383147,1.12842258406707,0.766193444745778,0.0079702855763906,-0.138143017608229,-0.533122124690983
