"","rfid","sex","cohort","coatcolor","dd_housing_box","dd_order_in_box","dd_squad_num","dd_box_color","dd_operant_box","dd_indiff_0","dd_indiff_2","dd_indiff_4","dd_indiff_8","dd_indiff_16","dd_indiff_24","bias","traparea0_2","traparea2_4","traparea4_8","traparea8_16","traparea16_24","AUC","hyperbolic_bias_k","hyperbolic_bias_residualSS","hyperbolic_bias_r2","hyperbolic_k","hyperbolic_residualSS","hyperbolic_r2","exponential_bias_k","exponential_bias_residualSS","exponential_bias_r2","exponential_k","exponential_residualSS","exponential_r2"
"19","933000320045881","M","C01","BROWNHOOD",29,1,4,"blue",9,177.624084444444,91.4899158333333,80.7518183333333,32.712121,35.2937216666666,18.6376991666667,1.18416056296296,0.0747538889660492,0.0478449261574074,0.0630355218518518,0.0755620474074073,0.0599238009259259,0.321120185308642,0.38788685594499,424.109260329001,0.975552749354345,0.283743782718249,1131.91888659621,0.934751944086999,0.218196801665144,1795.53984989509,0.896498339318045,0.163068548111496,1947.70870159104,0.887726755186667
"20","933000320045882","F","C01","BROWNHOOD",21,1,3,"blue",9,85.2452249999999,109.105154166667,95.4567827777777,52.8477227777777,26.42059875,14.0753253333333,0.568301499999999,0.0539862164351853,0.0568227602623457,0.0823913919753086,0.0880759128086419,0.0449954712037037,0.326271752685185,0.0682142827170406,2517.72630634157,0.664495574920692,0.206625876351267,4587.31013307247,0.388709231428207,0.0534749767063733,1960.48477676395,0.738751858671771,0.120994228242861,4351.27770275693,0.420162183495961
"21","933000320045883","M","C01","BROWN",43,2,6,"blue",6,151.637416666667,137.674727666667,72.7307461111111,51.8886073333333,33.7029593333333,31.2289755555555,1.01091611111111,0.0803644845370372,0.0584459649382717,0.0692329741358024,0.0951017407407407,0.0721465943209876,0.37529175867284,0.189247611330025,1051.59130995056,0.923925622280952,0.185242974330264,1083.38953946871,0.921625269947997,0.115196117320201,1457.8326484721,0.894537249878719,0.112996436845633,1457.24115589872,0.894580039723994
"22","933000320045884","F","C01","BROWN",4,2,1,"blue",8,103.398547777778,158.086398888889,97.0449349999999,102.667716666667,33.3060216666666,82.7606,0.689323651851853,0.0726347074074075,0.0708698149691358,0.110951473148148,0.151081931481482,0.128962912962963,0.534500839969136,0.0228761536300923,5797.39051115305,0.280770753940671,0.0749401744319791,5420.50263619774,0.327527787407974,0.0197364259761717,5762.74680224673,0.285068682222276,0.0503079547470984,5914.45724888355,0.26624735391189
"23","933000320045885","M","C01","ALBINO",29,2,4,"blue",10,214.74388,169.873058333333,127.46578,94.5176447222222,31.1130263888889,29.0013461111111,1.43162586666667,0.106838038425926,0.0825941217592591,0.123324124845679,0.139589634567901,0.0667937472222222,0.519139666820987,0.186665081835032,894.673430159403,0.967906673741527,0.0915097321108829,7629.16563428139,0.72632997300781,0.111042198280393,372.808352427724,0.986626785055845,0.0654987608936661,6301.40427691726,0.773958836231888
"24","933000320045886","M","C01","BLACKHOOD",11,2,2,"blue",6,157.043358333333,132.593644444444,127.948650555555,71.7293669444444,52.6750538888889,39.435968,1.04695572222222,0.0804547229938269,0.0723728597222219,0.110932231944444,0.138227134259259,0.102345579876543,0.504332528796295,0.11021757431035,542.750129786768,0.953795916330283,0.0992361968109715,721.57895719385,0.938572295642582,0.0706805713888091,528.864001153837,0.954978036451482,0.065416099791,568.334301723657,0.95161794684503
"25","933000320045887","M","C01","BROWNHOOD",19,2,3,"blue",6,84.5013433333333,83.1772138888888,65.1207663888889,59.7876066666666,51.5773013888889,28.7246743333333,0.563342288888889,0.0465773770061728,0.0411938834104938,0.0693935405864197,0.123738786728395,0.0892244174691358,0.370128005200617,0.0549535698919228,171.30268628944,0.921606591403357,0.246971603769078,5284.71801385176,-1.41845044903688,0.0398381394579177,139.08104266651,0.93635221232094,0.129476080376414,7536.3452091016,-2.44886470901113
"26","933000320045888","F","C01","ALBINO",14,2,2,"blue",12,121.328003333333,101.125743333333,102.005651944444,47.8759630555555,32.9285594444444,26.7732147222222,0.808853355555553,0.0617927074074072,0.0564253875771603,0.0832675638888886,0.0897828027777777,0.0663353046296296,0.357603766280863,0.125801754936799,695.091302741716,0.916614811246791,0.195846765262434,1309.74141597972,0.842879583216501,0.0804745329450027,538.815813674676,0.935362076680779,0.114649081328796,1724.61110298117,0.793110600318647
"27","933000320045889","F","C01","BROWN",32,1,4,"blue",15,162.961283333333,57.35418,87.5172263333333,60.2915588888889,50.9353144444444,14.230125,1.08640855555555,0.0611987398148147,0.0402420573148148,0.0821159917901234,0.123585414814815,0.0724060438271605,0.379548247561728,0.323335588832921,2844.21675634638,0.775109694573969,0.266706010707917,2723.98749348426,0.784616141502065,0.159093861571197,5530.24897434851,0.562726934173308,0.130443113850543,4717.32944050448,0.627003934808033
"28","933000320045891","M","C01","BROWN",28,1,4,"blue",7,151.93256,53.1679633333333,38.3306863333333,28.1538129166666,30.7601594444444,15.8154663333333,1.01288373333333,0.0569723675925926,0.0254162915740741,0.0369358329166666,0.0654599692901233,0.0517506953086419,0.236535156682098,0.715100488288451,518.813682211709,0.958486593331451,0.700456533440286,517.123418667961,0.958621841495241,0.396445851087702,1949.08248045788,0.844042174645705,0.389894908543052,1934.8054718304,0.845184564072745
"29","933000320045892","M","C01","BROWN",16,2,2,"blue",16,232.48862,106.018195833333,182.401591666666,75.5853041666666,31.0544996666666,17.1770408333333,1.54992413333333,0.0940296710648147,0.0801166076388886,0.14332605324074,0.118488670925926,0.0535906005555555,0.489551603425925,0.245753698050573,7271.36672971414,0.799439818853779,0.102654458085225,14319.6826143074,0.605031867345415,0.133424301049304,7399.86396033931,0.795895584487816,0.0715428829577592,12697.8952913005,0.649764305052583
"30","933000320045893","M","C01","BLACK",15,2,2,"blue",14,148.304505555555,144.672636333333,79.5617080555555,84.9059105555555,33.6513594444444,46.719985,0.9886967037037,0.08138253941358,0.0622873178858024,0.091370899228395,0.1317303,0.0893014938271604,0.456072550354938,0.121889225872861,1504.8455762026,0.869946286535962,0.125079837222798,1479.74858872172,0.872115250893677,0.0761077605594496,1833.4371413945,0.841548320696832,0.0776525525091109,1852.20703107962,0.839926164979685
"31","933000320045894","F","C01","BLACKHOOD",34,2,5,"blue",4,255.425473333333,244.733052777778,157.325451111111,196.174947222222,66.1296747222222,102.917685,1.70283648888889,0.138932923919753,0.111682917746914,0.196389110185185,0.291449579938271,0.187830399691358,0.926284931481481,0.0827833995480873,5873.7689362081,0.797569140805388,0.0154360206748567,28120.4131379474,0.0308710720076465,0.055105266716818,6315.9478203194,0.782330092010569,0.0147705926920941,27884.9569165881,0.0389857264501545
"32","933000320045895","F","C01","BLACKHOOD",37,2,5,"blue",10,152.847102777778,125.029341666667,73.9986577777777,125.816390555555,72.8707886111111,71.8126897222222,1.01898068518519,0.077187901234568,0.0552855554012346,0.111008360185185,0.220763532407407,0.16075942037037,0.625004769598765,0.0667587713596705,3128.6346665717,0.496106357819905,0.062825825581805,3003.63519853756,0.51623860205132,0.0428603080631882,3844.78548399528,0.380764081651478,0.0411086844455667,3611.45603434066,0.418343805315149
"33","933000320045896","F","C01","BLACK",34,1,5,"blue",3,176.1825,64.0802355555555,77.7105369444444,105.964989722222,58.8319044444444,45.4570927777778,1.17455,0.0667396487654321,0.0393863256944444,0.102041959259259,0.183107660185185,0.115876663580247,0.507152257484567,0.227655335661302,6118.16606876931,0.465082608532027,0.139517151580378,5365.10089374594,0.530923851561559,0.1010248358455,10185.1633626644,0.109500958883335,0.0700543645832246,7171.27039461119,0.373008641825156
"34","933000320045897","M","C01","BLACK",19,1,3,"blue",5,177.89915,154.824763888889,127.3935,76.61454125,42.0681646666666,47.3747213333333,1.18599433333333,0.0924233094135803,0.0783939621913581,0.113337800694444,0.131869673240741,0.0993809844444443,0.515405729984568,0.132330685251511,666.736243777881,0.959302286549274,0.0909258103218087,2326.69098362189,0.857978317777821,0.0831330396383821,800.738360502932,0.951122770587511,0.0624908048166407,1965.85143577812,0.880004035828822
"35","933000320045898","F","C01","BROWNHOOD",36,1,5,"blue",7,128.208657777778,54.9654263888889,73.4153983333333,43.9865963333333,33.0901855555555,17.3170833333333,0.854724385185187,0.0508816900462964,0.0356613402006173,0.0652233303703703,0.085640868765432,0.0560080765432098,0.293415305925926,0.28747806350102,1020.40461009966,0.866554282733424,0.400243044934134,1769.6208621089,0.768573835421074,0.149545192009393,2290.57450574534,0.700444946204363,0.210606237067033,3751.48652941871,0.509390877129334
"36","933000320045899","F","C01","BROWNHOOD",12,1,2,"blue",7,150.759013888889,118.886545555555,57.1779975,76.6734193333333,31.4543486111111,19.434285,1.00506009259259,0.0749015442901233,0.0489068175154319,0.0743618982407407,0.120141964382716,0.0565429262345679,0.37485515066358,0.210213265343315,1231.88920942814,0.904994088737792,0.208049289381181,1234.90034100698,0.90476186387748,0.118105151950594,1869.16572381045,0.855845970943172,0.117043963780467,1848.44626206611,0.857443899822505
"37","933000320045900","F","C01","BLACKHOOD",36,2,5,"blue",8,171.499358333333,102.938766666667,125.542328888889,68.1364486111111,32.5149572222222,31.0164020833333,1.14332905555555,0.0762328125,0.0634669709876544,0.107599320833333,0.11183489537037,0.070590399228395,0.429724398919753,0.185748600100358,1340.33187391063,0.912526954819481,0.139461286029463,1737.10746367875,0.886632495569587,0.107035132662566,1794.89792040333,0.882860961570829,0.0859014510841404,1601.40020506602,0.895489053706432
"38","933000320045901","M","C01","BLACKHOOD",3,2,1,"blue",6,223.084188888889,88.6213033333333,91.2033055555555,107.873884444444,35.8478683333333,55.4899583333333,1.48722792592593,0.0865848589506173,0.0499512802469136,0.110598438888889,0.159690836419753,0.101486474074074,0.508311888580246,0.328145757463505,5218.42357591049,0.757445785089881,0.118834890684813,7996.74526486867,0.628308388282181,0.167610351416256,11081.379938904,0.484933453158286,0.0683693901851506,8996.30256275904,0.581848603613364
"39","933000320045907","M","C01","BROWNHOOD",30,2,4,"blue",12,202.534583333333,146.798672222222,140.103737222222,99.2585099999999,53.2452627777777,44.9665926666666,1.35023055555555,0.0970370154320986,0.0796951137345678,0.132979026234568,0.169448636419753,0.10912428382716,0.588284075648147,0.14282432329824,334.506108745706,0.981689141389072,0.071299730832311,3952.13270371619,0.783660324109705,0.0852495734356736,955.742149435515,0.947682691259544,0.0514790562947277,3376.27285804782,0.81518288210807
"40","933000320045910","M","C01","BROWN",30,1,4,"blue",11,119.259490277778,102.612502777778,65.476645,52.6685286111111,43.0577983333333,30.2439095833333,0.79506326851852,0.0616311091820989,0.0466914299382717,0.0656362075617284,0.106362585493827,0.0814463421296296,0.361767674305556,0.139785619887077,269.774714332899,0.955846316113091,0.233426246490359,1277.57625390825,0.790900721752311,0.0823739177222175,808.492929571299,0.867674991982232,0.131897946373427,2825.25408568557,0.537594262279068
"41","933000320045911","M","C01","ALBINO",44,2,6,"blue",8,147.581705555555,134.561266666667,114.94327,74.2978166666666,66.1964333333333,35.2515583333333,0.983878037037033,0.0783730478395061,0.0693068157407408,0.105133937037037,0.156104722222222,0.112719990740741,0.521638513580247,0.0938191838390817,418.845833318117,0.956162128117575,0.0975506627674837,387.479547963298,0.959445033400216,0.0613536008876945,394.480142224035,0.958712326685978,0.0631043979732594,416.157414398991,0.95644350745758
"42","933000320045912","M","C01","BLACK",28,2,4,"blue",8,145.96946,74.0726945833333,102.589413333333,66.3399894444444,24.9857905555555,14.87838625,0.973129733333333,0.0611228207175926,0.0490728077546295,0.0938496682098763,0.101473088888889,0.0442935297839506,0.349811915354938,0.211559792280673,1665.10570141388,0.860252136375368,0.224143745372879,1732.45487423956,0.85459970061031,0.115287433159627,1966.782268972,0.834933229722139,0.120583142317236,2170.66012691693,0.817822306935689
"43","933000320045915","F","C01","ALBINO",21,2,3,"blue",10,234.483347222222,166.543660833333,133.798311111111,98.7826666666666,75.8602693333333,51.2741269444444,1.56322231481481,0.111396391126543,0.0834283255401233,0.129211654320988,0.194047706666667,0.141260440308642,0.659344517962962,0.169298633677191,295.49652994205,0.98675391852167,0.0566794556599941,8460.56009840687,0.620742522973859,0.0957387531875046,2920.10783468758,0.869101724100227,0.0422794482317303,8088.96393135883,0.63739988645193
"44","933000320045918","M","C01","BLACKHOOD",27,1,4,"blue",5,172.520313333333,177.040825,108.108794444444,61.9590183333333,22.6953176666667,14.6951263333333,1.15013542222222,0.0971003162037036,0.0792082276234567,0.0944821182098763,0.0940603733333333,0.0415449377777778,0.406395973148148,0.169896494352812,3417.81391924548,0.866764360714535,0.132911205064056,5237.61636697413,0.795823534728927,0.108752763905972,1643.26895048783,0.935940927648707,0.090345348737403,3490.99370422083,0.863911614583722
